product_id,clean_name,manufacturer_id,dosage_form,pack_size,pack_unit
10963f95,mac majesta oral use,82,Tablet,60.0,bottle
76537cb3,polygynax vaginal,544,Capsule,6.0,strip
dbee5ecd,liptomil,779,milk,10.0,strip
c7b5daef,selovita d i u,464,Ampoule,10.0,strip
fd35bc3f,kodex nach k double pomegranate,3,condoms,,
ada615c1,j cain cream,1638,Cream,15.0,tube
6f530f57,fexofen,500,Tablet,6.0,strip
5053157a,vion skin care hydrating cream,207,Cream,15.0,tube
1487418a,diclogesic,252,Suppository,10.0,strip
dac12df8,zetron tabuk,966,Oral Suspension,10.0,strip
e8a6510e,baby soft +m,511,mamka mzha,,
9c13b011,d iu soft,70,Softgel,10.0,strip
e677ab79,fem fresh soap free,149,wash,75.0,gm
e0a47f11,adrenaline osel,316,Injection,20.0,tube
34d3bef0,hidden increase of interview physical examination,3,foot,,
8e24cdb8,dhea * dehydroepiandrosterone *,3,,,
6210bafe,face lift up belt china,3,Belt,,
1800aaab,cardura pfizer tablets,149,Tablet,10.0,tube
b9c29894,like taromentin,963,Tablet,4.0,units
f046a288,elastic crepe bandage roll cm* m bandj,3,bandj,,
1b3f31f7,piostan capsul pioneer,2184,Capsule,,
57708754,lovag diaper rash cream,421,Cream,20.0,tube
447e512f,vitis implant sulcular,3,,,
2ed95b48,erliplus xr,1089,Tablet,10.0,strip
8d2ce6dc,fixef_dt,2185,Tablet,10.0,strip
ee675aa5,azisag,2054,Tablet,6.0,strip
c600070f,fusion water spf isdin,2186,Cream,500.0,bottle
9d8e1a0a,dulester,2187,Capsule,10.0,strip
a3ec97f7,anestocil,2188,Eye Drop,10.0,strip
3a965460,lucentis,712,vial,10.0,strip
4784f407,noreva trio a,63,Cream,10.0,strip
6d1f4f7b,normal saline,407,solution,10.0,strip
018c0257,adt,2189,Tablet,10.0,strip
2b0693ef,megalis macleods,1660,Tablet,10.0,strip
b9e20cfb,arnicagel fresh,2190,Gel,10.0,bottle
e64198b5,merozan,750,vial,10.0,strip
e59408ba,cliven deodorant cream,787,Cream,25.0,tube
995d1c27,photo finish primer trio,55,Set,10.0,strip
e5c12271,zak blue,1423,mouth wash,1.0,strip
4b377169,ketoland,482,Gel,10.0,strip
5779e178,soft wave hijab shampo,3,shampo,,
b3d13471,joanna styling effect,699,Styling Gel,100.0,bottle
f1f2865c,zamox adult,967,sachet,10.0,strip
3d5f276d,kodomo hair & body wash mild orginal,3,Shampoo,,
dd9660ae,questaplast assorted washproof plaster,3,plaster,,
7789346e,bebe free bottle milk plastic,3,Bottle milk.,,
1d15455a,locain ointment,1061,ointment,15.0,tube
bad4a237,makcilox ampicillin cloxacillin,144,Capsule,10.0,strip
758118b2,nivea men deep clean shave,2191,shaving,5.0,bottle
b1a70f5a,sugama syringe,1031,Syring,200.0,bottle
c986c122,trenaxa bp,82,Tablet,6.0,strip
2713458b,zomax,580,Tablet,10.0,strip
8b637a55,ensure complet,1122,milk,10.0,strip
f93fe5e7,prednisolon awa,393,Tablet,10.0,strip
f87a5577,tulip sandoz,2192,Tablet,10.0,strip
4cb63874,gabapentin generis mg,16,Capsule,6.0,strip
3293c19b,delice soluation,63,soluation,100.0,bottle
f86d7e8e,convulex retard,334,Tablet,10.0,strip
dff4d4dc,infalac,2193,milk,10.0,strip
215462b8,allerfast,1839,Tablet,10.0,strip
baca354b,babe healthyaging + multi corrector eye&lip tensor,3,Cream,,
484773ed,bioderma atoderm nutritive nourishing cream,3,Cream,,
e0bdb487,coquelusedal enfant,3,,,
c5dbc6c9,kapsol p n,2194,Capsule,10.0,strip
d23e2049,metronidazole s,2071,,10.0,strip
0e8cfd85,perfecta wash gel,773,wash,10.0,strip
2b3f649a,swisslac ar,675,milk,10.0,strip
3e1c8b5d,glumeric m sachet,1611,sachet,,
4b8b45ab,relaxia,2195,Tablet,10.0,strip
0b28de13,ferofix,1024,Capsule,10.0,strip
74328ede,flynta,430,Tablet,10.0,strip
87b10ec0,valiapam,92,Tablet,10.0,strip
c485cfaf,babe hydronourishing cream,99,Cream,100.0,tube
6b341881,pure,2196,Capsule,15.0,strip
b01989b1,procoralan servier,562,Tablet,10.0,strip
356d3185,polygynax,703,,6.0,strip
45c54be9,femfresh soothing wash,1124,intimate wash,100.0,bottle
f459dd67,vitane's aspirin,16,Tablet,5.0,strip
17afc10c,bepanthen,2197,Cream,10.0,strip
968235af,bionnex perfederm,332,Cream,50.0,bottle
6d05dc1e,tepe interdental brush soft,3,,,
03e85df7,nicorette original flavour,3,Gum,,
692abdb4,cooling gel patch houre pieces * cm,3,Patch,,
02bb756a,amoxycillin,406,Capsule,10.0,strip
18453e6f,bonical bone & muscle health,3,Tablet,,
de515cb0,sacoplus,2198,Tablet,10.0,strip
68412b15,azirux,2199,Tablet,5.0,strip
dad750e5,iq profen,1683,Syrup,10.0,strip
2fd151bc,d oricidin,309,Tablet,10.0,strip
e846aa72,dailyfer oral solution,2200,solution,30.0,bottle
ba0ab2ca,golmar ti trix,62,soap,10.0,bottle
b877807e,only baby,1094,bottle milk,10.0,strip
1f74b88d,medel thermo,1183,thermometer,10.0,strip
2c794e17,mada_ginkgo biloba & bacopa,3,Capsule,,
7e05769e,green pharmacy body butter shea butter & green coffee,3,Body Butter,,
c6c8f6de,biosunline pollen chew,184,Chewable Tablet,20.0,tube
554085f8,make up forever artist color pencil,3,Pencil,,
2a1b4e38,oral irrigator convenient electric tooth flushing pps pulse,3,machine,,
7f69f988,secret ph balancing mineral relaxing lavender deodorant,3,deodorant,,
8ef6749e,sun + mineral cream,1690,Cream,15.0,tube
05931cea,blomdahl medical beauty nose piercing cassrttes,3,nose,,
4816bfea,sky high,2201,Mascara,200.0,bottle
f8b1d10b,aquabloc x cm pcs,3,,,
225fafa8,probiovita drops,1647,drop,10.0,bottle
374d3159,inoar blends rich in c shampoo,683,Shampoo,60.0,bottle
5688da92,meso mask,2202,MASK,10.0,strip
8df61351,hemafer amp,325,Ampoule,10.0,strip
72e4a418,zimoha pregnancy test,3,test,,
91562bdc,neforov i m i v,1804,Amp,10.0,strip
391760cd,ramizes,685,Tablet,10.0,strip
0dadf45d,perfecta enzyme exfoliant face wash,3,Scrub,,
026f2955,pantene biotin resilient strength,3,Shampoo,,
700790db,infallible h fresh wear,1861,powder,100.0,bottle
5b0d5e77,lrp pigmentclar cleansing foam,3,foam,,
ca2d05cc,adhesive m* cm,487,plaster,15.0,tube
92a1aec9,holiday must haves,2203,Set,10.0,strip
62c37b34,oligogal fe direct,978,sachet,5.0,bottle
7b410ed6,tadin,831,Capsule,10.0,strip
259512d3,ozempic semaglutide,393,Pen,10.0,strip
2eed94f3,kiloloss,1244,Capsule,10.0,strip
7a7a0ac0,dermoran ointment,1018,Ointment,15.0,tube
da28b800,dexon syrup iraq,2204,Syrup,100.0,bottle
6106db93,ayset,47,Syring,10.0,strip
2c930170,dermoyat ointment for exertnal use,162,Ointment,3.0,tube
5ca23ff2,mada omega softgel,2205,softgel,,
da8ab73d,superdent minte,2206,Tablet,10.0,strip
60d48d8f,micardis,677,Tablet,10.0,strip
dba9325e,meprolol,2207,Tablet,10.0,strip
f9ae07fc,bright hand sanitizer,3,Gel,,
09197564,c effer,393,effervescent tablet,6.0,strip
fd57dd1e,rapidus,2208,Tablet,10.0,strip
9940fc52,risek,2209,Tablet,10.0,strip
899c1e76,hemo heal,23,Cream,10.0,strip
e0a72ff9,wisdom gum health,3,tooth paste,,
9333782d,jointace,380,Tablet,30.0,strip
0c9c8d25,babe pediatric cradle shampoo,1511,shampo,60.0,bottle
d72451ba,max lube delay,661,lubricant,30.0,tube
71f32c44,croniron,2210,Gummies,10.0,strip
eae5a7b3,fusibact,608,ointment,10.0,strip
719ab4c9,alpk,637,,10.0,strip
7cdb4d32,remox,670,Suspension,10.0,strip
397c9a2d,ryzodeg flextouch iu ml,68,Pen,3.0,ml
8c1c5aba,magneplex,2211,Tablet,10.0,strip
cb2d15e6,vichy dercos densi solution,776,Shampoo,30.0,bottle
7b979646,ip aha skin line,1510,Cream,15.0,tube
74773f5c,seven seas pregnancy,760,Tablet,30.0,strip
4f082731,azicin,750,Tablet,10.0,strip
9a0e32ed,ondaren,2212,,10.0,strip
47a2d4d2,nuno baby,2213,,10.0,strip
6f27183e,imipramine accord,63,Tablet,10.0,strip
e3c5d3fb,adhesive roll m* cm,938,plaster,10.0,strip
40570df5,salabid,62,Tablet,10.0,strip
ebe72ea1,multi ball cold,283,lozenges,10.0,strip
21515dcd,azithrosan,1214,Tablet,3.0,strip
00b8b60e,exopex,2214,Tablet,10.0,strip
c2c851eb,vinyl glove medium spi awe,3,gloves,,
b61da4f2,naprivin ml eye drops,2215,drop,10.0,ml
ae5c80b9,diacol,2216,Tablet,10.0,strip
0cb1bbe3,face soap clarity c facial wash,3,cleanser,,
474e5b69,flamex sheet,2217,Capsule,10.0,strip
9db45b22,laser tooth brush hard,3,toothbrush,,
3208cc57,acne off,1324,soap,10.0,strip
309a840b,vitamix restful sleep,2218,Capsule,10.0,strip
a4196256,indometacin bristol,2219,Capsule,2.0,ml
474a8009,perozin,1804,Gel,10.0,strip
9fefb091,acidex,2220,oral,10.0,strip
eb863ece,martiderm dsp bright amp,3,Amp,,
80c25efe,gentamycin eye ointment m,2130,Eye Oint,5.0,tube
fed7b6c7,nutrigen grape,2221,Syrup,200.0,bottle
e02d8742,ice power hot warm gel,207,Gel,10.0,tube
5ee2b024,clotrimac,309,Cream,4.0,strip
ec3b3c4d,novein,16,,10.0,strip
501332b9,noreva bergasol spf + invisible finish,3,Spray,,
e8fd0bad,letrozole,393,Tablet,5.0,strip
8823cbef,parivol ml,2222,solution,10.0,strip
50b03f25,niquitin fresh mint,247,Gum,100.0,gm
460c3fa4,sibelium,1201,Tablet,30.0,strip
cc77b746,flogocox,61,Tablet,4.0,strip
a2c84980,fucithalmic,845,,6.0,strip
044ff08b,linola hand,1237,Cream,10.0,strip
e4744d3a,spaslin,117,oral drop,10.0,strip
12cb478f,pharmaton advance,212,Capsule,20.0,strip
650266a9,centrum silver multi+omega adults +,3,Softgel,,
7d4dd8d1,a s a,2223,,10.0,strip
cb104846,radian massage,2224,Cream,10.0,strip
384e4788,farmactive silver,309,Spray,10.0,strip
0ec35c07,p m or,341,gerawa,10.0,strip
26daa0b7,topicrem da emollient balm,2152,emulsion,100.0,gm
e1595468,dibase iu ml,62,oral drop,10.0,strip
53c407e4,osteovit stronge bones & healthy teeth,3,Tablet,,
3e1441ac,sensi kin,162,tooth paste,,
756714ff,lyrica asli,382,Capsule,10.0,strip
62142c98,angiosar,1361,,10.0,strip
13733767,oxi c,1938,effervescent tablet,10.0,strip
c47fb420,uropan,167,Syrup,10.0,strip
eb7fe5b0,fresh cool mint,529,Strips.,10.0,strip
b52e477c,calcium effervesnt,550,,,
daf5fe05,glycerin suppository pharco,836,Suppository,,
99c942a9,xatral sr sanofi aventis,3,Tablet,,
c885f4d8,pearlie white breath spray icymint,3,Spray,,
bd65bdcd,lip balm sos instant relief,798,lip balm,55.0,gm
7b87feea,proibs brand,1,Satchet,10.0,strip
aad06684,foltene hair & scalp treatment women vials,3,Vial pack,,
3154976f,well pregna dietary supplement,3,Tablet,,
2c4ad5b9,fresh up,1018,dental floss,10.0,strip
07e13918,vilonit,16,Gel,10.0,strip
1c083492,flazol,673,Tablet,10.0,strip
51281f73,ketoprocell gel,96,Gel,30.0,tube
28cfa6c6,ulciguard mouth ulcer spray,594,Spray,100.0,bottle
66e64a05,bioxsine dermagen for all hair types,3,Shampoo,,
4b30874f,depakine ml,2225,solution,10.0,strip
ed1d758f,letrostar,524,Tablet,10.0,strip
045b4c45,confy lac,2226,milk,10.0,strip
d48d6150,hyalo,16,Cream,10.0,strip
2b535f55,ordinary multi peptide lash brown serum,3,serum,,
7bafd4f0,hyseac spf fluide,464,sunscreen,10.0,strip
e5228b66,anivagene man lotion hair tonic,96,lotion,60.0,bottle
4b741c39,satinelle philips,3,SATINELLE,,
61696948,bioderma photoderm spot age spf +,3,Gel-Cream,,
98190d0d,tetracycline epico g,162,,20.0,ml
d4fcd1fc,urever,2227,Injection,10.0,strip
ea856210,respirox,2228,Tablet,10.0,strip
2176ebc3,cozaar,448,Tablet,10.0,strip
dad80290,cetaphil sun spf +liposomal lotion sensitive skin,3,lotion,,
6db4c977,kids constipation,327,,10.0,strip
fb2e8a3e,zn fine,1353,Tablet,7.0,strip
c6b78211,donex,34,Tablet,10.0,strip
b8103ec6,peristil pharmaluce syrup pharmaluce,1508,Syrup,100.0,bottle
3e2c47d1,differin cream,2229,Cream,10.0,tube
3d79e133,dex active cream sensual,577,lubricant,15.0,tube
23796561,keep things simple anua heartleaf pore control cleansing oil,3,cleanser,,
db56e724,control lub gel nature,104,lubricant,10.0,strip
a9c90132,encephabol liquid merck,160,Syrup,500.0,bottle
1bd26b11,pixi glow tonic to go pads,3,pad,,
d3c7516a,alerinit,2,Tablet,10.0,strip
73c840d3,claractive syrup,2095,Syrup,200.0,bottle
2caf201a,klarihist,524,Tablet,10.0,strip
6fc12771,lopigrol,254,Tablet,2.0,strip
3680a854,pimple&acne hair&body sulfur deniz,3,soap,,
dd28d916,maddovit junior orange flavour,207,Syrup,10.0,strip
9c7567e5,rino calyptol,2230,Spray,30.0,ml
7815eff4,fucine cream,32,Cream,5.0,tube
e5d47eb4,piperacillin tazobactam,2231,vial,,
6656537a,octa care cm* cm code,755,patch,15.0,tube
3d2b2b20,eva spotless,10,Cream,10.0,strip
34ad17d2,risperidon aristo,500,Tablet,60.0,bottle
2c97d115,itraconazoleawa,144,Tablet,4.0,strip
176f58e8,oxy watch fingerip pulse oximeter,3,first aid,,
a4593faa,isis pharma sensylia h legere,3,Fluide,,
c0cde5e4,januvia msd,303,Tablet,7.0,strip
062f786d,wales hand sanitizer lemon,3,gel,,
791e420f,infant d,395,Capsule,6.0,strip
87b5d9b8,conceive men's motility support,3,Capsule,,
c84a8ccd,stay vulnerable melting blush,3,BLUSH,,
9913c5f4,face mask pcs,1055,maskk,10.0,strip
f64aa69b,d iu,507,Capsule,10.0,strip
b2761287,pigmentclar for eye,187,Cream,3.0,tube
43df4540,reducar,2232,Tablet,10.0,strip
6b7beac4,nupentin,305,,10.0,strip
acd11338,genio,2233,,15.0,strip
a3078fb5,nosil,1083,drop,10.0,strip
78da5e02,eye pads,2234,pad,10.0,strip
5e70e710,arista,82,Tablet,10.0,strip
112e6f11,cannula,981,,10.0,strip
d85d7aeb,eveline hyaluron clinic b,3,hand cream,,
115fe26f,femin wash ph,63,intimate wash,50.0,bottle
5d9be6cb,batiste dry shampoo,162,Spray,100.0,bottle
dbcd360c,infex,2235,Tablet,10.0,strip
e1dee91b,sentry materna prenatal,733,Tablet,20.0,bottle
72031dad,procyclidine hci bp cyprus,3,Tablet,,
dac9be89,histac,63,,30.0,strip
55285789,neomercazole amdipharm,307,Tablet,10.0,strip
21118b5f,real relief tinnitus,152,Chewable Tablet,120.0,bottle
569ba762,panda joswe,1469,Tablet,10.0,strip
3199722a,multivitamin maddox,3,effervescent tablet,,
954cbe49,clogin elle,820,vaginal ovuel,30.0,tube
109f0f46,lowvasc,468,Capsule,10.0,strip
41e99640,biwash sodium bicarbonate vaginal wash,307,vaginal wash,10.0,strip
849db55c,wellmore nutrition orginal strawberry,340,sachet,15.0,bottle
1ee20684,montolair,2,Tablet,15.0,strip
cd6b574a,potafast sachet,2236,sachet,1.0,gm
df17130c,imatox,24,Tablet,10.0,strip
b8638d35,siprax,99,Capsule,10.0,strip
8b24e614,babe pediatric intimate hygiene gel,336,Gel,5.0,ml
97666912,vitarux c,2237,effervescent tablet,10.0,strip
7abf8b63,quadrin cream,577,Cream,5.0,tube
617a15f2,kotral,1023,Tablet,4.0,strip
487d0b9f,multi nrg mens caplet,353,Caplet,6.0,strip
c5f13f5e,gyno mikozal vaginal cream,595,,30.0,tube
8e9aacdf,nasonex nasa spray,1021,Cream,10.0,ml
95e2e0ab,caelin antibacterial soap,396,Soap,75.0,gm
d6666cd6,mfs advanced for men,1999,Tablet,10.0,strip
378ad6e3,certain dri rolla on,509,roll,5.0,ml
1f0354d1,good sterril nw i v cannula,3,plaster,,
2c853b44,effaclar astringente lotion,934,Toner,10.0,bottle
6ae8d12d,tiamax mg,99,Tablet,10.0,strip
d2b243fa,remdesivir for injection,798,Vial,,
6893ffab,conceptyl iu,958,Amp,10.0,strip
7395ec52,ducray anacaps active+,160,Capsule,10.0,strip
b5368cf6,acnegen mg,2238,,10.0,tube
2fdd8462,tommee tippee m+ vari flow,3,,,
d448f11e,hemorrhoid cream,2239,Cream,15.0,tube
2dfe0a21,healthy kid multivitamins & minerals,3,liquid,,
88d3d0c2,honor b,1947,Tablet,10.0,strip
1ec0a379,ova fast,347,sachet,10.0,strip
8f19e3f0,lenol +,126,Tablet,10.0,strip
94bfd99e,pro dazzling white,1321,teethers,15.0,tube
324f1c79,wellcare coliax,393,drop,10.0,strip
9977f8c6,citalopram g l,16,Tablet,10.0,strip
f49012fa,griseofulvin mg darou pakhsh,138,Tablet,10.0,strip
6a665b20,omega junior,611,Syrup,10.0,strip
c0af1d9e,libido men,963,,10.0,strip
390e3025,glyceryl trinitrate micrograms,3,Tablet,,
fb10028f,glow max,835,Capsule,10.0,strip
9dc8313d,d plan iu softgel,2240,Softgel,,
75d9e9b0,imipenem cilastatin kabi,555,vial,,
deefe8ed,collagen biotine,2241,Tablet,50.0,bottle
de39f3e7,gatimicin,500,drop,5.0,strip
a54333ad,zincobin immune booster,585,Syrup,,
2cea7acb,glossy posse volume,3,gloss,,
55b88280,omega water cream,59,Cream,5.0,tube
5093b87e,play box regular helikon,3,lubricant,,
5d773bcc,d medz iu soft galatine,75,softgel,,
71f6601b,colidep junior drop,2242,Drop,15.0,ml
1e399a3a,secnil,162,Tablet,2.0,strip
28057e73,pixi rose set,892,Set,10.0,strip
62ab79fd,joycoo automatic blood pressure monitor,3,machine,,
2db25ce8,fulica frizz control,104,Conditioner,10.0,strip
32c3036e,evy baby junior kg pcs,3,,,
ad79e8cb,hydroderm baby hair & body shampoo,3,,,
9e0d29b0,l_arginine,2073,Tablet,4.0,strip
a4dfce4f,ceflag,259,Injection,10.0,strip
1daa9797,lady flora caviar makeup primer,3,primer,,
49e08ec0,prevet,2243,Syrup,10.0,strip
42842c41,navid ortho shoulder support,3,Shoulder support,,
fa81b008,cetamyl tabs,1024,Tablet,10.0,strip
3416d70f,piodol syrup,1646,Syrup,60.0,bottle
ed6e5310,deniz hair shampoo,1560,Shampoo,60.0,bottle
e5506e7a,julmentin julphar,2244,Oral Suspension,6.0,strip
8b11518c,supofen,967,,60.0,bottle
703bad8f,german calcium + c,145,effervescent tablet,15.0,tube
c6fbb2a2,cefotaxime,881,,10.0,strip
dd7a1e2d,nutrigen omega fish oil,3,Syrup,,
8beb5087,avene + fluid dry touch,3,Fluide,,
20e832f5,mami lac,42,milk,10.0,strip
f5425d97,cypromark syrup,44,Syrup,200.0,bottle
5eae6c87,fermet,348,,1.0,strip
bdf66642,beta n,1002,Eye Drop,10.0,strip
46813bd5,similc total comfort,2245,milk,30.0,tube
a1169c32,melacare ajanta,1918,Cream,10.0,strip
eca52814,dettol ml,2202,solution,10.0,strip
1634e4c0,vagion emulsion feminine wash,717,intimate wash,170.0,bottle
c66046ea,kendamum,746,milk,10.0,strip
172e842a,ventolizer,252,sachet,10.0,strip
81bedd01,kin infantil,452,Brush,10.0,strip
2eba4d0b,asmafort,806,Tablet,10.0,strip
44d72d1f,panalife,1018,Tablet,10.0,strip
aec04afc,exenate pomade gm,2057,Ointment,10.0,strip
6122228b,good pregnancy test,47,pregnancy test,10.0,strip
b2c5deb7,conjoy dotted condoms,3,condom,,
3caf67eb,orgalutran turkey,2246,vial,10.0,strip
5471bbbf,folic acid,7,Tablet,10.0,strip
248fba39,nasalcare powder,1011,sachet,200.0,gm
b7472c2c,famosam,2247,Tablet,10.0,strip
81129d42,ravimed sheety,1243,Tablet,200.0,bottle
f91dd68a,wetell razor for men,1860,Razor,10.0,strip
5fc1a6f0,teb&sanat neoprene adjustable knee stabilizer ant allergy,3,Knee,,
d5ed4eb4,nivea visage pure effect wash,3,wash,,
e595f6b9,madassin,2248,Syrup,10.0,strip
3359d910,coc chanel foaming shower gel gel,3,Gel,,
41e4bcf9,fat fast capsol,1038,Capsule,10.0,strip
819d166d,candid powder g,197,powder,100.0,gm
014a7980,diphtale,1641,Eye Drop,10.0,strip
8d9eb060,galvus met assly,206,Tablet,15.0,strip
76a9ad68,blodegrel,2249,Tablet,10.0,strip
6ed4e8a1,perfecta coarse_grain face scrub oily skin,3,facial scrub,,
5829a7f1,fibromed capsul ams,37,Capsule,10.0,strip
38fbd67f,tegretol,206,Syrup,10.0,strip
03c52b0e,sesderma azelac ru luminous serum,3,serum,,
d5daa5f0,caberux,425,Tablet,4.0,strip
99666d84,centella hyalu cica silky fit sun stick spf +,3,sunscreen,,
0f62268f,clotrim supp,957,,10.0,strip
ca9a0d6a,sagevit,589,Tablet,10.0,strip
6c580c51,hermovolvin,1780,Tablet,10.0,strip
2f8c1cf8,dermorux cream,2250,Cream,15.0,tube
816b310d,jihaz atta,397,,10.0,strip
a1c24264,pantocell,610,,10.0,strip
4d00e5f6,one step cron remover strips,3,strip,,
9dbea5e5,balea face wash,838,face wash gel,50.0,tube
d991d6da,sulsal anti acne cleansing bar,257,soap,75.0,gm
17c5f093,vivi oil walnut oil,3,Drop,,
1f88a12d,pulse oximeter fingertip model a,3,first aid,,
f1af13e8,trisa focus pro clean soft tooth brush,3,toothbrush,,
c357eef8,dior addict lip glow pink,3,lip oil,,
87998273,honey labotica skin soft mask,807,MASK,,
54a07eba,bisoprolol film coated,307,Tablet,10.0,strip
d461bace,clindamycin iran pakat sur,993,Capsule,20.0,tube
040bd9ad,drying lotion,309,lotion,100.0,bottle
b0dbb3bf,pure&care foot scrub,1984,Foot scrub,500.0,ml
6aaeb796,avent anti colic adad,3,Bottle milk.,,
a33ceb75,nouplus c +zinc + d,3,effervescent tablet,,
2e213e5a,topicrem ultra moisturizing lip balm,3,lip moiturising,,
1eff68e3,hydroderm pigmenting cream,207,Cream,15.0,tube
58861ff2,optimal breast milk storage bags,3,storage,,
420ecc5e,lofral mg,252,Tablet,10.0,strip
8e260470,laevolac ml sothema,60,,10.0,strip
14f60b8c,infacare,2251,milk,10.0,strip
d7f92bcb,ilubao m+,1023,miwaxor,10.0,strip
94d6d5aa,von hevzen neutrogena set,3,Set,,
f89e2aec,foltene hair & scalp treatment men vials vial pack foltene;,3,Vial pack,,
e92c77dd,perfect strokes universal volumizing mascara mini black ml,3,Mascara,,
a65c52e8,fine alcohol ml spray,2252,spray,,
543d11e4,solifenacin neuraxpharm,324,Tablet,10.0,strip
fc6abd0c,primalac ha,820,milk,10.0,strip
f82f5e0e,liptomil ha,393,milk,15.0,strip
5139ffec,doreta,96,Tablet,10.0,strip
7917704e,htderm sun fluid invisible spf,3,Cream,,
3a4ac815,paradox omega uk,1933,Capsule,10.0,strip
66cf59d9,isis pharma uveblock tinted,3,Cream,,
b1339a93,good steril sheffaf yara pedi * cm,3,plaster,,
42d0386d,la roche posay pigmentclar,3,serum,,
7972e60a,madopar,162,Tablet,10.0,strip
084e8541,vaseline aloe vera,2142,lip balm,10.0,strip
08df3dc3,hair skin & nail,418,Tablet,60.0,bottle
7de584f9,"agmalife amoxicillin,calvulonic acid",307,Tablet,6.0,strip
7f13079b,ginolek vaginal ovules,602,vaginal cap,4.0,strip
a0106f72,always long pcc,16,santi,10.0,strip
bed76e4c,ditropan,1963,Tablet,8.0,strip
6d447dcd,butalin julphar,2253,Syrup,10.0,strip
678d7042,naproxen aristo,500,Tablet,10.0,strip
2d74462b,dutaprost t,305,Capsule,10.0,strip
dd898bd7,flucona denk,902,,10.0,strip
4241cd43,voltaren,2254,Suppository,10.0,strip
4fe85eeb,xelon syrup,335,Syrup,30.0,bottle
7818bd28,foliodin,1537,Tablet,10.0,strip
d4113a88,maprotilin neuraxpharm,3,,,
02629914,ferrosel,1883,Ampoule,6.0,strip
0806e4d1,unsep cream,624,Cream,10.0,tube
56f3f52c,acuasiss moisturising drop hyaluronic acid,3,drop,,
bd93c215,azee,2,Tablet,5.0,strip
98ddf45a,betnozum,431,ointment,10.0,strip
55a9d367,beauty of joseon relief sun rice+probiotics spf +pa++++,3,sunscreen,,
42f5a6fa,baby soft cotton,511,cotton,,
16dd53ad,nutrocare dry cough original adult syrup,2255,Syrup,100.0,bottle
2a16c5b0,testosteron depo ml amp,2144,Amp,10.0,strip
4210e22c,relax inhaler nasl stick inhaler,59,inhaler,,
dac6b535,bidontogyl,1390,Tablet,10.0,strip
c6816ca3,uticran,63,Capsule,1.0,strip
b86c72e0,piyeloseptyl,2256,oral,10.0,strip
f7a12897,flu off,2257,Syrup,10.0,strip
925fdb57,avent x,2,,10.0,strip
22f734d1,ardene vaseline,422,Cream,10.0,strip
f1421f47,delia lip care,2258,lip moiturising,10.0,strip
455b6bc5,isis pharma sensylia gelee,931,Gel,60.0,bottle
359a8588,pradomol france,2259,Tablet,10.0,strip
5ace4b34,etorixan,1759,Tablet,10.0,strip
40bebe26,sensodyne total care +whitening,3,tooth paste,,
b1e8e864,my cleanser foam tea tree oil,3,Foam,,
d3b16d06,c & e super glow serum,2,serum,15.0,tube
934ca7e5,triforge mg,2260,Tablet,10.0,strip
715a53c6,prapaed +,1021,Suspension,10.0,strip
3a9236fa,aprovel,53,Tablet,14.0,strip
9cabd289,ferroway iron syrup,1841,Syrup,100.0,bottle
1fca56d6,"xatral ,",2261,Tablet,3.0,strip
a8b3afc4,baby soft +months,1190,mamka mzha,10.0,strip
8685942d,kindistatin,697,Suspension,10.0,strip
e44d9b0a,dermobeem,811,ointment,10.0,strip
3f24e567,lemon,1021,,10.0,strip
60c5c747,oral b stage power,798,toothbrush,5.0,tube
64141f1b,pranza mg,16,Tablet,10.0,strip
8e288a47,sitaglamet \ maddox,411,Tablet,10.0,tube
f691ace5,avent natural m+ hole,201,sara mama,10.0,strip
8d618a8e,prosta easy,1418,Capsule,10.0,strip
b3102389,metformin denk metformin hcl,191,Tablet,10.0,strip
fe4060c7,ferro fol eipico,3,Capsule,,
43d55833,orofam,979,Syrup,14.0,strip
bd19287e,betadent junior + toothpaste,686,Toothpaste,50.0,tube
af563c85,dental floss dental shape,999,dental floss,50.0,tube
73e630ed,avent ultra air animals m,3,mamka mzha,,
9cdc9969,bicarbonate de soude,307,powder,10.0,strip
8b1dd6fd,johnson indulging peach & coconut,3,BODY WASH,,
33231f9c,ninavir,360,vial,10.0,strip
ca64f3d6,pediafast,784,Syrup,10.0,strip
a5e8b1ec,dapram,2262,Tablet,10.0,strip
fc4741f7,micropore m spi plaster lut,3,instrument,,
6f6ae7d5,ducray kertyol s shampoo,99,Shampoo,60.0,bottle
13f0a92a,s a e o,632,gerawa,10.0,strip
3f96aecd,cyprota,313,Tablet,10.0,strip
8cd157c1,periactin,96,Tablet,10.0,strip
bc91a55b,uriage hyseac spf fluid,1390,Cream,10.0,ml
6e555dc2,calypso kids sun lotion,55,sunscreen,15.0,bottle
aeb0a287,aerius,309,Tablet,10.0,strip
b0b31a2b,aeriallerg,1761,Tablet,10.0,strip
fc74bc20,bebelait,6,milk,5.0,strip
ba054c9d,xolamol,939,Eye Drop,10.0,strip
d972426c,skin apeel collagen,2263,serum,10.0,strip
d1f3636c,azomycin capsul,2,Capsule,3.0,strip
371832d4,mycoheal vaginal cream g,595,vaginal cream,30.0,tube
8c849c14,dinixir,291,Suspension,4.0,strip
ed415deb,deniz baby teething gel,3,Gel,,
ba8b59ec,earths creation d iu,487,Capsule,10.0,bottle
5b8688cc,la luxe professional face care collagen,3,serum,,
